A,Metalmineral,Status,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Companycountry,country,shortname,metal
,Coal  (Mt),Closed,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,5.416,4.26,2.88, ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Australia,South Africa,Rietspruit,coal
,Chromite  (kt),Operating,  ..   ,100,80,30,30,  ..   ,  ..   ,150,180,200,185,50, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Rustenburg,Cr
,Cobalt  (kt),Active,0.4,0.35,0.4,0.35,0.35,0.35,0.35, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Co
,Copper  (kt),Active,7,7.5,8,7.2,7,7.2,7.2, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Cu
,Gold  (t),Active,1.3,1.18,1.12,1.3,2,2,2.5, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Au
,Nickel  (kt),Active,15.5,14,14,13,12.5,14,14, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Ni
,Palladium  (t),Active,18,18,19,17,18,20,20, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Platinum  (t),Active,42,43,40,47,44,49.7,44.8, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Rhodium  (t),Active,2.7,3,4.2,3.6,3.4,4,4, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Cobalt  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.5,0.6,0.7,0.5,0.3, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Co
,Copper  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,5.1,5.3,5,4.4,4.5,3.9,3.7,3.3,3.5,3.2,3,1.5, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Cu
,Gold  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.35,1.41,1.58,1.23,1.3,1.21,1.16,0.936,1.26,1.15,0.862,0.523, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Au
,Nickel  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,8.9,9.6,8.6,7.6,7.8,6.8,6,5.5,6.3,6.3,5.1,2.9, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Ni
,Palladium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,9.91,9.72,10.17,8.62,9.57,8.48,7.15,7.26,12.49,14.48,12.01,10.94, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Platinum  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,23.91,23.11,23.88,19.62,22.37,20.39,17.33,17.17,25.57,29.3,22.76,21.78, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,PGMs  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,37.52,38.09,31.99,36.56,33.52,28.86,27.94,47.46,53.05,42.44,40.27, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Rhodium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.52,1.58,1.45,1.36,1.68,1.34,1.2,1.32,3.56,3.37,3.11,2.77, ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.4,0.8,1.2, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.19,0.26,0.26, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.8,1.6,1.9, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,2.65,4.22,5.49, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,4.52,7.62,9.71, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,8.38,14.34,18.57, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.66,1.1,1.23, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,UK,South Africa,Rustenburg,PGM
,Manganese ore  (Mt),Operating,0.03,0.04,0.04,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Ryedale,Mn
,Gold  (t),Closed, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.544, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Sable/Kudu,Au
,Gold  (t),Closed,10.43,8.75,7.05,4.77,5.329,5.279,4.58,6.845,6.326,6.448,5.37,4.106,2.997, ---  ,  ..   ,  ..   ,  ..   ,0.639, ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Saint,Au
,Chromite  (kt),Operating,2000,2100,1700,1600,2030,2650,2450,2900,3100,2900,3100,2580,2640,2820,2890,2900,3000,2800,2800,2400,2900,2900,  ..   ,UK,South Africa,Samancor,Cr
,Phosphate rock  (Mt),Active,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Australia,South Africa,Samancor,PO43
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1,1.4,1.6,2,2.184,2.4,2.391,2.4,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Savmore,coal
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,7.921,8.468,7.476,7.331,5.825,4.903,3.93,2.768,2.284,2.057,0.924,0.689,1.514,1.151,South Africa,South Africa,Savuka,Au
,Diamond carats  (Mct),"Operating, exp/feasib",  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.01,0.02,0.02,  ..   ,  ..   ,  ..   , ---  ,0,0,0.01,0.01,  ..   ,Canada,South Africa,Saxendrift,Dia
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,7.888,6.722,7.541,South Africa,South Africa,Shanduka,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,6.204,6.41,5.9,5.9,6.23,3.058,1.6,1.4,1.7,1.8,2,1.9,1.9,South Africa,South Africa,Sigma,coal
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.4,0.5,0.6,0.4,UK,South Africa,Siphumelele,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.13,0.14,0.18,0.143,UK,South Africa,Siphumelele,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.7,0.7,0.8,0.6,UK,South Africa,Siphumelele,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.59,1.31,1.35,1.12,UK,South Africa,Siphumelele,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,3.44,2.99,3.14,2.59,UK,South Africa,Siphumelele,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,6.13,4.88,5.1,4.31,UK,South Africa,Siphumelele,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.41,0.22,0.23,0.21,UK,South Africa,Siphumelele,PGM
,Iron ore  (Mt),"Operating, exp/plans",20,20,21.74,21,22.28,23.73,21.55,23,23.32,19.99,22,24.7,26,27.11,27.61,28.46,28.69,29.73,34.04,39.39,41.34,38.9,33.7,UK,South Africa,Sishen,Fe
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.1,1,1.2,1.2,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Skukuza,Au
,Diamond carats  (Mct),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.02,0.03, ---  ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Canada,South Africa,So,Dia
,Coal  (Mt),"Operating, exp/constr",  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,0.6,0.506,0.454,0.468,0.524,  ..   ,South Africa,South Africa,Somkhele,coal
,Diamond carats  (Mct),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.12,0.19,0.17,0.03, ---  ,  ..   ,UK,South Africa,South,Dia
,Gold  (t),"Operating, exp/plans",14.2,11.55,12.2,15.63,16.128,17.317,18.089,15.491,11.4,10.607,10.117,10.645,12.083,13.709,13.33,14.342,9,8.654,5.124,7.373,8.224,8.491,8.41,South Africa,South Africa,South,Au
,Uranium oxide  (kt),"Operating, exp/plans",0.26,0.29,0.29,  ..   ,0.29,0.26,0.25,0.16, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,South,U
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.16,0.02,1.303,1.457,1.766,1.855,2.134,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Switzerland,South Africa,South,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1.9,1.43,1.202,1.257,0.92,0.733,0.762,1.017,1.108,0.771,0.593,0.548,  ..   ,South Africa,South Africa,Spitzkop,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.412,0.48,0.524,0.53,0.609,0.69,1.1,1.41,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Springlake,coal
,Gold  (t),Active,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Stanhope,Au
,Gold  (t),Closed,4.41,3.49,1.69,1.16,1.145,0.744,0.265,0.009, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Stilfontein,Au
,Uranium oxide  (kt),Closed,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Stilfontein,U
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,9.1,9,9.4,7.8,6.79,7.1,8.8,8.4,9.3,9.5,9.9,9.7,10,South Africa,South Africa,Syferfontein,coal
,Gold  (t),Operating,7.64,6.81,6.18,6.45,6.026,6.593,6.337,4.933,2.505,0.301, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.398,1.061,1.384,South Africa,South Africa,Target,Au
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,1.2,1.759,7.203,10.617, ---  , ---  , ---  ,3.734,2.48,3.214,3.423,3.435,3.827,South Africa,South Africa,Target,Au
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,9.493,9.783,8.899,9.675,10.01,9.122,8.253,5.473,5.137,4.444,3.852,3.457,3.528,3.593,South Africa,South Africa,Tau,Au
,Gold  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,19.843,18.643,19.355,19.997,20.106,17.671,15.627,14.736,12.714,9.769,6.8,8.057,7.588,5.879,South Africa,South Africa,Tautona,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1.42,1.24,1.277,1.424,1.881,2.044,2.244,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Switzerland,South Africa,Tavistock,coal
,Iron ore  (Mt),Operating,2.4,2.4,2.17,2.4,2.5,2.4,2.57,2.5,2.91,2.79,2.12,2.17,2.56,2.48,2.5,2.53,2.42,2.67,2.66,2.56,2.05,0.9,0.8,UK,South Africa,Thabazimbi,Fe
,Diamond carats  (Mct),Closed, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.01,0.11,0.12,0.12,0.12,0.1,0.07,0.09,0.1,0.09,0.06, ---  ,  ..   ,  ..   ,  ..   ,UK,South Africa,The,Dia
,Copper  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.2,0.2,0.3,0.2,UK,South Africa,Thembelani,Cu
,Gold  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.065,0.062,0.084,0.072,UK,South Africa,Thembelani,Au
,Nickel  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.5,0.5,0.6,0.5,UK,South Africa,Thembelani,Ni
,Palladium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.26,1.62,1.72,1.42,UK,South Africa,Thembelani,PGM
,Platinum  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,2.47,3.04,3.31,2.69,UK,South Africa,Thembelani,PGM
,PGMs  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,4.84,5.91,6.4,5.3,UK,South Africa,Thembelani,PGM
,Rhodium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.4,0.44,0.48,0.42,UK,South Africa,Thembelani,PGM
,Chromite  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,500,700,870,855,1126,1147,1339,1274,1210,1202,1195,1150,889,858,801,  ..   ,Switzerland,South Africa,Thorncliffe,Cr
,Diamond carats  (Mct),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.03,0.03,0.03,0.05,0.04,0.04,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Trans,Dia
,Vanadium  (kt),Active,1,1.3,2,2, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,Russia,South Africa,Transvaal,V
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1.35,1.06,1.29,1.379,1.897,1.943,1.858,1.801,1.322,0.926,0.519,0.473,  ..   ,South Africa,South Africa,Tselentis,coal
,Gold  (t),"Operating, exp/constr", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,10.19,9.962,11.898,12.558, ---  , ---  , ---  , ---  ,9.074,7.657,6.864,6.67,5.89,4.859,South Africa,South Africa,Tshepong,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.375,0.408,0.404,0.381,0.437,0.414,0.381,0.463,0.327,0.268,0.285,0.299,0.339,South Africa,South Africa,Tshikondeni,coal
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.5,0.5,0.4,0.3,UK,South Africa,Tumela,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.18,0.14,0.14,0.103,UK,South Africa,Tumela,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.1,1,0.8,0.5,UK,South Africa,Tumela,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,4.16,4.38,4.03,3.21,UK,South Africa,Tumela,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,9.14,9.42,8.85,6.9,UK,South Africa,Tumela,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,17.1,17.6,16.9,13.31,UK,South Africa,Tumela,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.46,1.43,1.45,1.2,UK,South Africa,Tumela,PGM
,Coal  (Mt),"Operating, exp/feasib",  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  , ---  , ---  , ---  , ---  ,5.111,6.18,5.271,4.759,7.542,  ..   ,Switzerland,South Africa,Tweefontein,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,5.069,5.328,4.721,4.115, ---  ,  ..   ,Switzerland,South Africa,Tweefontein,coal
,Gold  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.01,0.01,0.01,0.006,0.003, ---  , ---  ,UK,South Africa,Twickenham,Au
,Nickel  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.1,  ..   ,  ..   , ---  , ---  , ---  , ---  ,UK,South Africa,Twickenham,Ni
,Palladium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.2,0.27,0.31,0.22,0.1,0.02, ---  ,UK,South Africa,Twickenham,PGM
,Platinum  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.2,0.27,0.31,0.23,0.11,0.03, ---  ,UK,South Africa,Twickenham,PGM
,PGMs  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.48,0.63,0.75,0.59,0.26,0.08, ---  ,UK,South Africa,Twickenham,PGM
,Rhodium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.03,0.04,0.05,0.05,0.02,0.01, ---  ,UK,South Africa,Twickenham,PGM
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,11.6,12.9,13.8,13.7,14.33,14,10.5,10.1,9.2,6.4,6.6,6.1,6.3,South Africa,South Africa,Twistdraai,coal
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.04,0.045,0.05,0.1,0.1,0.1,South Africa,South Africa,Two,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,0.4,0.5,0.5,0.5,South Africa,South Africa,Two,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.57,1.86,1.98,2.35,2.62,2.74,2.94,South Africa,South Africa,Two,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.92,3,3.46,4.11,4.38,4.63,4.87,South Africa,South Africa,Two,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,2.04,6.65,7.24,8.56,9.23,9.88,10.46,South Africa,South Africa,Two,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.17,0.57,0.57,0.67,0.77,0.79,0.83,South Africa,South Africa,Two,PGM
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,7.034,Switzerland,South Africa,Umcebo,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.2,1.2,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,India,South Africa,Umlabu,coal
,Chromite  (kt),Non-active,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,USA,South Africa,Union,Cr
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.6,0.7,0.6,0.7,0.5,0.4,0.5,0.5,0.5,0.4,0.6,0.4,0.4,0.3,0.3,0.1,UK,South Africa,Union,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.18,0.17,0.18,0.16,0.15,0.16,0.18,0.17,0.18,0.17,0.16,0.14,0.14,0.11,0.11,0.06,UK,South Africa,Union,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.4,1.7,1.5,1.4,1.1,1,1.1,1.1,1.1,1.2,1.3,1,0.9,0.8,0.6,0.3,UK,South Africa,Union,Ni
